NAME,state,county,block,tract,GEOID20,Pre K (Ages 0-5),Elementary (Ages 6-12),Teenage (Ages 13-18),18 and younger,Young Adult (Ages 19-29),Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,Ages 55+,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - Pre K (Ages 0-5),Pop. Density - Elementary (Ages 6-12),Pop. Density - Teenage (Ages 13-18),Pop. Density - 18 and younger,Pop. Density - Young Adult (Ages 19-29),Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Ages 55+,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - White,Pop. Density - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 2002, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2002,001705,080770017052002,3,14,9,26,13,19,14,11,15,16,2,41,116,26,47,8,8,116,96,20,116,97,0,3,0,0,15,1,1,2,654478.0,0.0,0.2526939558,459.1,11.9,55.4,35.6,102.9,51.4,75.2,55.4,43.5,59.4,63.3,7.9,162.3,459.1,102.9,186.0,31.7,31.7,379.9,79.1,459.1,383.9,0.0,11.9,0.0,0.0,59.4,4.0
"Block 2003, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2003,001705,080770017052003,0,0,1,1,5,5,3,1,2,1,3,6,21,0,1,0,0,21,16,5,21,17,0,1,0,0,0,3,3,0,175633.0,0.0,0.0678119013,309.7,0.0,0.0,14.7,14.7,73.7,73.7,44.2,14.7,29.5,14.7,44.2,88.5,309.7,0.0,14.7,0.0,0.0,235.9,73.7,309.7,250.7,0.0,14.7,0.0,0.0,0.0,44.2
"Block 2005, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2005,001705,080770017052005,28,46,30,104,102,92,46,48,56,20,19,115,482,100,191,58,51,482,389,93,482,385,4,11,1,1,29,51,51,8,295078.0,0.0,0.1139296158,4230.7,245.8,403.8,263.3,912.8,895.3,807.5,403.8,421.3,491.5,175.5,166.8,1009.4,4230.7,877.7,1676.5,509.1,447.6,3414.4,816.3,4230.7,3379.3,35.1,96.6,8.8,8.8,254.5,447.6
"Block 2006, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2006,001705,080770017052006,2,2,3,7,2,6,15,16,9,1,1,17,57,7,35,10,6,57,50,7,57,52,0,0,0,0,1,4,4,0,13540.0,0.0,0.005227794,10903.3,382.6,382.6,573.9,1339.0,382.6,1147.7,2869.3,3060.6,1721.6,191.3,191.3,3251.8,10903.3,1339.0,6695.0,1912.9,1147.7,9564.3,1339.0,10903.3,9946.8,0.0,0.0,0.0,0.0,191.3,765.1
"Block 2008, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2008,001705,080770017052008,6,2,3,11,1,3,0,0,7,4,1,12,27,11,5,2,1,27,17,10,27,16,0,4,0,0,0,7,7,0,6666.0,0.0,0.0025737426,10490.6,2331.2,777.1,1165.6,4273.9,388.5,1165.6,0.0,0.0,2719.8,1554.2,388.5,4662.5,10490.6,4273.9,1942.7,777.1,388.5,6605.2,3885.4,10490.6,6216.6,0.0,1554.2,0.0,0.0,0.0,2719.8
"Block 2009, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2009,001705,080770017052009,6,1,0,7,0,1,1,6,3,0,0,4,18,7,5,1,3,18,14,4,18,15,0,0,0,0,1,2,2,0,10095.0,0.0,0.0038976795,4618.1,1539.4,256.6,0.0,1795.9,0.0,256.6,256.6,1539.4,769.7,0.0,0.0,1026.3,4618.1,1795.9,1282.8,256.6,769.7,3591.9,1026.3,4618.1,3848.4,0.0,0.0,0.0,0.0,256.6,513.1
"Block 2010, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2010,001705,080770017052010,2,4,3,9,8,1,1,2,4,0,1,6,26,9,0,0,0,26,17,9,26,8,3,0,3,0,1,11,11,0,3409.0,0.0,0.0013162148999999999,19753.6,1519.5,3039.0,2279.3,6837.8,6078.0,759.8,759.8,1519.5,3039.0,0.0,759.8,4558.5,19753.6,6837.8,0.0,0.0,0.0,12915.8,6837.8,19753.6,6078.0,2279.3,0.0,2279.3,0.0,759.8,8357.3
"Block 2011, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2011,001705,080770017052011,0,0,0,0,5,0,6,0,0,0,0,0,11,0,3,0,2,11,6,5,11,5,0,0,1,0,3,2,2,0,54077.0,0.0,0.0208791297,526.8,0.0,0.0,0.0,0.0,239.5,0.0,287.4,0.0,0.0,0.0,0.0,0.0,526.8,0.0,143.7,0.0,95.8,287.4,239.5,526.8,239.5,0.0,0.0,47.9,0.0,143.7,95.8
"Block 2012, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2012,001705,080770017052012,1,1,7,9,8,8,4,4,9,0,0,12,42,9,7,0,7,42,27,15,42,26,0,2,0,0,8,6,6,0,100390.0,0.0,0.038760578999999996,1083.6,25.8,25.8,180.6,232.2,206.4,206.4,103.2,103.2,232.2,0.0,0.0,309.6,1083.6,232.2,180.6,0.0,180.6,696.6,387.0,1083.6,670.8,0.0,51.6,0.0,0.0,206.4,154.8
"Block 2013, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2013,001705,080770017052013,0,3,5,8,2,10,1,4,0,0,4,7,29,5,12,1,11,29,23,6,29,18,0,4,0,0,0,7,7,0,14020.0,0.0,0.005413122,5357.4,0.0,554.2,923.7,1477.9,369.5,1847.4,184.7,738.9,0.0,0.0,738.9,1293.2,5357.4,923.7,2216.8,184.7,2032.1,4248.9,1108.4,5357.4,3325.3,0.0,738.9,0.0,0.0,0.0,1293.2
"Block 2014, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2014,001705,080770017052014,0,1,8,9,11,10,1,0,5,10,1,16,46,9,7,5,1,46,33,13,46,37,0,0,0,0,4,5,5,0,14494.0,0.0,0.0055961334,8220.0,0.0,178.7,1429.6,1608.3,1965.6,1786.9,178.7,0.0,893.5,1786.9,178.7,2859.1,8220.0,1608.3,1250.9,893.5,178.7,5896.9,2323.0,8220.0,6611.7,0.0,0.0,0.0,0.0,714.8,893.5
"Block 2015, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2015,001705,080770017052015,0,2,0,2,0,0,0,3,8,3,0,11,16,2,5,1,4,16,11,5,16,12,0,1,1,0,0,2,2,0,14322.0,0.0,0.0055297242,2893.5,0.0,361.7,0.0,361.7,0.0,0.0,0.0,542.5,1446.7,542.5,0.0,1989.2,2893.5,361.7,904.2,180.8,723.4,1989.2,904.2,2893.5,2170.1,0.0,180.8,180.8,0.0,0.0,361.7
"Block 2016, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2016,001705,080770017052016,0,3,1,4,7,5,1,2,1,0,0,2,19,3,7,1,2,19,14,5,19,15,0,0,0,0,0,4,4,0,6751.0,0.0,0.0026065611,7289.3,0.0,1150.9,383.6,1534.6,2685.5,1918.2,383.6,767.3,383.6,0.0,0.0,767.3,7289.3,1150.9,2685.5,383.6,767.3,5371.1,1918.2,7289.3,5754.7,0.0,0.0,0.0,0.0,0.0,1534.6
"Block 2017, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2017,001705,080770017052017,3,4,5,12,7,1,5,1,0,7,0,8,33,12,12,6,4,33,18,15,33,16,2,4,0,0,4,7,7,0,13576.0,0.0,0.0052416936,6295.7,572.3,763.1,953.9,2289.3,1335.4,190.8,953.9,190.8,0.0,1335.4,0.0,1526.2,6295.7,2289.3,2289.3,1144.7,763.1,3434.0,2861.7,6295.7,3052.4,381.6,763.1,0.0,0.0,763.1,1335.4
"Block 2018, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2018,001705,080770017052018,4,3,5,12,9,17,4,3,1,5,1,7,52,12,14,5,2,52,32,20,52,29,1,4,0,0,7,11,11,0,13718.0,0.0,0.0052965198,9817.8,755.2,566.4,944.0,2265.6,1699.2,3209.7,755.2,566.4,188.8,944.0,188.8,1321.6,9817.8,2265.6,2643.2,944.0,377.6,6041.7,3776.1,9817.8,5475.3,188.8,755.2,0.0,0.0,1321.6,2076.8
"Block 2019, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2019,001705,080770017052019,3,4,2,9,12,2,6,0,7,2,0,9,38,9,13,0,11,38,31,7,38,30,0,0,3,0,2,3,3,1,14135.0,0.0,0.0054575235,6962.9,549.7,732.9,366.5,1649.1,2198.8,366.5,1099.4,0.0,1282.6,366.5,0.0,1649.1,6962.9,1649.1,2382.0,0.0,2015.6,5680.2,1282.6,6962.9,5497.0,0.0,0.0,549.7,0.0,366.5,549.7
"Block 2020, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2020,001705,080770017052020,1,0,0,1,2,6,2,5,3,0,5,8,23,1,5,0,4,23,8,15,23,10,0,0,0,0,11,2,2,0,6966.0,0.0,0.0026895726,8551.5,371.8,0.0,0.0,371.8,743.6,2230.8,743.6,1859.0,1115.4,0.0,1859.0,2974.5,8551.5,371.8,1859.0,0.0,1487.2,2974.5,5577.1,8551.5,3718.1,0.0,0.0,0.0,0.0,4089.9,743.6
"Block 2021, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2021,001705,080770017052021,9,8,6,23,12,12,6,28,5,2,0,30,87,23,34,8,6,87,64,23,87,78,0,0,0,0,2,7,7,0,273876.0,0.0,0.1057435236,822.7,85.1,75.7,56.7,217.5,113.5,113.5,56.7,264.8,47.3,18.9,0.0,283.7,822.7,217.5,321.5,75.7,56.7,605.2,217.5,822.7,737.6,0.0,0.0,0.0,0.0,18.9,66.2
"Block 2022, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2022,001705,080770017052022,6,0,0,6,3,3,2,9,8,0,0,17,31,6,15,3,5,31,22,9,31,21,0,0,0,0,3,7,7,0,18252.0,0.0,0.0070470972,4399.0,851.4,0.0,0.0,851.4,425.7,425.7,283.8,1277.1,1135.2,0.0,0.0,2412.3,4399.0,851.4,2128.5,425.7,709.5,3121.9,1277.1,4399.0,2980.0,0.0,0.0,0.0,0.0,425.7,993.3
"Block 2023, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2023,001705,080770017052023,1,0,2,3,4,0,1,0,6,0,6,12,20,2,11,3,0,20,17,3,20,17,0,0,0,0,0,3,3,0,10237.0,0.0,0.0039525057,5060.1,253.0,0.0,506.0,759.0,1012.0,0.0,253.0,0.0,1518.0,0.0,1518.0,3036.0,5060.1,506.0,2783.0,759.0,0.0,4301.1,759.0,5060.1,4301.1,0.0,0.0,0.0,0.0,0.0,759.0
"Block 2024, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2024,001705,080770017052024,0,6,1,7,4,4,4,2,2,1,0,5,24,6,8,0,2,24,12,12,24,12,0,1,0,0,3,8,8,0,28617.0,0.0,0.0110490237,2172.1,0.0,543.0,90.5,633.5,362.0,362.0,362.0,181.0,181.0,90.5,0.0,452.5,2172.1,543.0,724.0,0.0,181.0,1086.1,1086.1,2172.1,1086.1,0.0,90.5,0.0,0.0,271.5,724.0
"Block 2025, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2025,001705,080770017052025,5,7,5,17,14,11,9,17,12,4,0,27,84,17,43,13,10,84,62,22,84,57,4,0,0,0,13,10,10,0,178327.0,0.0,0.0688520547,1220.0,72.6,101.7,72.6,246.9,203.3,159.8,130.7,246.9,174.3,58.1,0.0,392.1,1220.0,246.9,624.5,188.8,145.2,900.5,319.5,1220.0,827.9,58.1,0.0,0.0,0.0,188.8,145.2
"Block 2026, Block Group 2, Census Tract 17.05, Mesa County, Colorado",08,077,2026,001705,080770017052026,5,2,17,24,2,0,2,4,3,3,1,9,39,24,19,5,7,39,35,4,39,31,0,1,0,0,0,7,7,0,18656.0,0.0,0.0072030816,5414.3,694.1,277.7,2360.1,3331.9,277.7,0.0,277.7,555.3,416.5,416.5,138.8,1249.5,5414.3,3331.9,2637.8,694.1,971.8,4859.0,555.3,5414.3,4303.7,0.0,138.8,0.0,0.0,0.0,971.8
"Block 3022, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3022,001707,080770017073022,0,3,1,4,8,7,1,7,3,1,0,5,31,3,12,9,0,31,24,7,31,23,0,0,1,0,0,7,7,0,10681.0,0.0,0.0041239341,7517.1,0.0,727.5,242.5,969.9,1939.9,1697.4,242.5,1697.4,727.5,242.5,0.0,1212.4,7517.1,727.5,2909.8,2182.4,0.0,5819.7,1697.4,7517.1,5577.2,0.0,0.0,242.5,0.0,0.0,1697.4
"Block 3019, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3019,001707,080770017073019,0,5,0,5,2,9,0,10,2,0,0,8,27,5,8,3,2,27,24,3,27,20,0,0,0,0,0,7,7,0,7258.0,0.0,0.0028023138,9634.9,0.0,1784.2,0.0,1784.2,713.7,3211.6,0.0,3568.5,713.7,0.0,0.0,2854.8,9634.9,1784.2,2854.8,1070.5,713.7,8564.4,1070.5,9634.9,7137.0,0.0,0.0,0.0,0.0,0.0,2497.9
"Block 3020, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3020,001707,080770017073020,2,4,2,8,7,1,17,1,6,4,3,14,47,8,20,8,4,47,41,6,47,38,0,2,0,0,4,3,3,6,18194.0,0.0,0.0070247034,6690.7,284.7,569.4,284.7,1138.8,996.5,142.4,2420.0,142.4,854.1,569.4,427.1,1993.0,6690.7,1138.8,2847.1,1138.8,569.4,5836.5,854.1,6690.7,5409.5,0.0,284.7,0.0,0.0,569.4,427.1
"Block 3021, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3021,001707,080770017073021,5,1,6,12,11,2,9,0,4,5,2,11,44,12,12,0,10,44,39,5,44,28,1,1,1,0,3,10,10,0,14591.0,0.0,0.0056335851,7810.3,887.5,177.5,1065.0,2130.1,1952.6,355.0,1597.6,0.0,710.0,887.5,355.0,1952.6,7810.3,2130.1,2130.1,0.0,1775.1,6922.8,887.5,7810.3,4970.2,177.5,177.5,177.5,0.0,532.5,1775.1
"Block 3023, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3023,001707,080770017073023,5,4,10,19,1,5,20,11,14,0,0,16,70,14,30,10,6,70,52,18,70,61,0,3,0,0,5,1,1,1,27803.0,0.0,0.0107347383,6520.9,465.8,372.6,931.6,1770.0,93.2,465.8,1863.1,1024.7,1304.2,0.0,0.0,1490.5,6520.9,1304.2,2794.7,931.6,558.9,4844.1,1676.8,6520.9,5682.5,0.0,279.5,0.0,0.0,465.8,93.2
"Block 3024, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3024,001707,080770017073024,4,13,2,19,2,2,13,0,8,3,1,12,48,19,18,6,5,48,40,8,48,39,0,3,0,0,4,2,2,0,14892.0,0.0,0.0057498012,8348.1,695.7,2260.9,347.8,3304.5,347.8,347.8,2260.9,0.0,1391.4,521.8,173.9,2087.0,8348.1,3304.5,3130.5,1043.5,869.6,6956.8,1391.4,8348.1,6782.8,0.0,521.8,0.0,0.0,695.7,347.8
"Block 3025, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3025,001707,080770017073025,6,11,5,22,24,31,12,4,13,5,4,24,115,21,46,7,17,115,99,16,115,98,0,0,1,0,10,6,6,1,45786.0,0.0,0.0176779746,6505.3,339.4,622.2,282.8,1244.5,1357.6,1753.6,678.8,226.3,735.4,282.8,226.3,1357.6,6505.3,1187.9,2602.1,396.0,961.6,5600.2,905.1,6505.3,5543.6,0.0,0.0,56.6,0.0,565.7,339.4
"Block 3026, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3026,001707,080770017073026,10,5,2,17,13,7,7,9,0,0,0,1,52,17,17,15,0,52,41,11,52,42,0,0,3,0,3,4,4,0,17062.0,0.0,0.0065876382,7893.6,1518.0,759.0,303.6,2580.6,1973.4,1062.6,1062.6,1366.2,0.0,0.0,0.0,151.8,7893.6,2580.6,2580.6,2277.0,0.0,6223.8,1669.8,7893.6,6375.6,0.0,0.0,455.4,0.0,455.4,607.2
"Block 3027, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3027,001707,080770017073027,8,11,2,21,27,14,8,17,5,6,0,20,97,21,38,7,17,97,82,15,97,82,0,0,2,0,3,10,10,0,33849.0,0.0,0.0130690989,7422.1,612.1,841.7,153.0,1606.8,2065.9,1071.2,612.1,1300.8,382.6,459.1,0.0,1530.3,7422.1,1606.8,2907.6,535.6,1300.8,6274.3,1147.7,7422.1,6274.3,0.0,0.0,153.0,0.0,229.5,765.2
"Block 3028, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3028,001707,080770017073028,6,11,1,18,3,20,14,4,16,6,0,24,81,17,27,16,5,81,74,7,81,67,0,2,0,0,3,9,9,0,42723.0,0.0,0.0164953503,4910.5,363.7,666.9,60.6,1091.2,181.9,1212.5,848.7,242.5,970.0,363.7,0.0,1455.0,4910.5,1030.6,1636.8,970.0,303.1,4486.1,424.4,4910.5,4061.8,0.0,121.2,0.0,0.0,181.9,545.6
"Block 3029, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3029,001707,080770017073029,2,9,17,28,20,7,13,4,5,7,0,16,84,28,28,7,11,84,67,17,84,71,0,0,0,0,8,5,5,0,32068.0,0.0,0.0123814548,6784.3,161.5,726.9,1373.0,2261.4,1615.3,565.4,1050.0,323.1,403.8,565.4,0.0,1292.3,6784.3,2261.4,2261.4,565.4,888.4,5411.3,1373.0,6784.3,5734.4,0.0,0.0,0.0,0.0,646.1,403.8
"Block 3030, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3030,001707,080770017073030,5,2,6,13,13,13,1,1,2,1,1,4,45,11,15,4,7,45,35,10,45,33,0,0,1,0,6,5,5,0,13921.0,0.0,0.0053748981,8372.3,930.3,372.1,1116.3,2418.7,2418.7,2418.7,186.1,186.1,372.1,186.1,186.1,744.2,8372.3,2046.6,2790.8,744.2,1302.4,6511.8,1860.5,8372.3,6139.7,0.0,0.0,186.1,0.0,1116.3,930.3
"Block 3031, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3031,001707,080770017073031,2,4,5,11,3,5,15,3,1,0,1,5,39,11,12,5,4,39,29,10,39,33,0,0,0,0,4,2,2,0,11747.0,0.0,0.0045355167,8598.8,441.0,881.9,1102.4,2425.3,661.4,1102.4,3307.2,661.4,220.5,0.0,220.5,1102.4,8598.8,2425.3,2645.8,1102.4,881.9,6394.0,2204.8,8598.8,7275.9,0.0,0.0,0.0,0.0,881.9,441.0
"Block 3032, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3032,001707,080770017073032,1,5,0,6,3,5,1,4,0,5,3,9,27,6,12,6,5,27,23,4,27,22,0,0,0,0,2,3,3,0,11361.0,0.0,0.0043864821,6155.3,228.0,1139.9,0.0,1367.8,683.9,1139.9,228.0,911.9,0.0,1139.9,683.9,2051.8,6155.3,1367.8,2735.7,1367.8,1139.9,5243.4,911.9,6155.3,5015.4,0.0,0.0,0.0,0.0,455.9,683.9
"Block 3033, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3033,001707,080770017073033,9,8,11,28,4,21,19,9,9,17,3,36,110,28,35,24,8,110,96,14,110,87,0,4,1,0,7,11,11,1,44222.0,0.0,0.0170741142,6442.5,527.1,468.5,644.3,1639.9,234.3,1229.9,1112.8,527.1,527.1,995.7,175.7,2108.5,6442.5,1639.9,2049.9,1405.6,468.5,5622.5,820.0,6442.5,5095.4,0.0,234.3,58.6,0.0,410.0,644.3
"Block 3034, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3034,001707,080770017073034,4,4,4,12,14,4,0,1,12,0,0,13,43,12,15,4,6,43,36,7,43,28,0,0,0,0,0,15,15,1,17364.0,0.0,0.0067042404,6413.9,596.6,596.6,596.6,1789.9,2088.2,596.6,0.0,149.2,1789.9,0.0,0.0,1939.1,6413.9,1789.9,2237.4,596.6,895.0,5369.7,1044.1,6413.9,4176.5,0.0,0.0,0.0,0.0,0.0,2237.4
"Block 3035, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3035,001707,080770017073035,0,7,0,7,0,5,0,0,0,4,0,4,16,7,1,0,0,16,11,5,16,4,2,0,7,0,2,1,1,0,8728.0,0.0,0.0033698808,4747.9,0.0,2077.2,0.0,2077.2,0.0,1483.7,0.0,0.0,0.0,1187.0,0.0,1187.0,4747.9,2077.2,296.7,0.0,0.0,3264.2,1483.7,4747.9,1187.0,593.5,0.0,2077.2,0.0,593.5,296.7
"Block 3036, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3036,001707,080770017073036,10,1,13,24,16,9,16,5,9,4,4,18,87,20,31,13,10,87,80,7,87,76,0,0,0,0,5,6,6,0,55387.0,0.0,0.0213849207,4068.3,467.6,46.8,607.9,1122.3,748.2,420.9,748.2,233.8,420.9,187.0,187.0,841.7,4068.3,935.2,1449.6,607.9,467.6,3741.0,327.3,4068.3,3553.9,0.0,0.0,0.0,0.0,233.8,280.6
"Block 3037, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3037,001707,080770017073037,6,8,3,17,13,3,0,2,2,5,0,8,42,16,14,2,5,42,35,7,42,34,0,0,0,0,1,7,7,0,17429.0,0.0,0.0067293369,6241.3,891.6,1188.8,445.8,2526.3,1931.8,445.8,0.0,297.2,297.2,743.0,0.0,1188.8,6241.3,2377.6,2080.4,297.2,743.0,5201.1,1040.2,6241.3,5052.5,0.0,0.0,0.0,0.0,148.6,1040.2
"Block 3040, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3040,001707,080770017073040,1,3,3,7,14,6,1,2,1,2,0,4,33,7,12,9,0,33,19,14,33,17,0,0,0,0,3,13,13,0,12538.0,0.0,0.0048409218,6816.9,206.6,619.7,619.7,1446.0,2892.0,1239.4,206.6,413.1,206.6,413.1,0.0,826.3,6816.9,1446.0,2478.9,1859.2,0.0,3924.9,2892.0,6816.9,3511.7,0.0,0.0,0.0,0.0,619.7,2685.4
"Block 3041, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3041,001707,080770017073041,7,14,1,22,1,3,13,19,9,3,0,20,70,22,25,19,1,70,64,6,70,58,2,0,0,0,5,5,5,3,21386.0,0.0,0.0082571346,8477.5,847.8,1695.5,121.1,2664.4,121.1,363.3,1574.4,2301.0,1090.0,363.3,0.0,2422.1,8477.5,2664.4,3027.7,2301.0,121.1,7750.9,726.6,8477.5,7024.2,242.2,0.0,0.0,0.0,605.5,605.5
"Block 3042, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3042,001707,080770017073042,5,1,2,8,5,7,0,2,1,0,0,3,23,7,7,4,2,23,20,3,23,14,1,0,0,0,0,8,8,0,7149.0,0.0,0.0027602289,8332.6,1811.4,362.3,724.6,2898.3,1811.4,2536.0,0.0,724.6,362.3,0.0,0.0,1086.9,8332.6,2536.0,2536.0,1449.2,724.6,7245.8,1086.9,8332.6,5072.0,362.3,0.0,0.0,0.0,0.0,2898.3
"Block 3043, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3043,001707,080770017073043,6,5,6,17,9,21,8,0,4,2,3,9,64,16,19,5,3,64,41,23,64,39,1,0,0,0,15,9,9,1,16094.0,0.0,0.0062138934,10299.5,965.6,804.6,965.6,2735.8,1448.4,3379.5,1287.4,0.0,643.7,321.9,482.8,1448.4,10299.5,2574.9,3057.7,804.6,482.8,6598.1,3701.4,10299.5,6276.3,160.9,0.0,0.0,0.0,2413.9,1448.4
"Block 3044, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3044,001707,080770017073044,9,12,5,26,8,16,8,13,8,3,2,24,83,26,25,3,6,83,54,29,83,55,8,0,0,0,9,11,11,3,32131.0,0.0,0.0124057791,6690.4,725.5,967.3,403.0,2095.8,644.9,1289.7,644.9,1047.9,644.9,241.8,161.2,1934.6,6690.4,2095.8,2015.2,241.8,483.6,4352.8,2337.6,6690.4,4433.4,644.9,0.0,0.0,0.0,725.5,886.7
"Block 3045, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3045,001707,080770017073045,2,0,3,5,1,2,0,2,2,0,0,4,12,5,1,0,0,12,6,6,12,5,0,0,0,0,5,2,2,0,3612.0,0.0,0.0013945932,8604.7,1434.1,0.0,2151.2,3585.3,717.1,1434.1,0.0,1434.1,1434.1,0.0,0.0,2868.2,8604.7,3585.3,717.1,0.0,0.0,4302.3,4302.3,8604.7,3585.3,0.0,0.0,0.0,0.0,3585.3,1434.1
"Block 3046, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3046,001707,080770017073046,5,14,8,27,5,8,11,30,21,13,3,45,118,27,57,12,14,118,87,31,118,99,0,2,0,0,7,10,10,6,165583.0,0.0,0.0639315963,1845.7,78.2,219.0,125.1,422.3,78.2,125.1,172.1,469.3,328.5,203.3,46.9,703.9,1845.7,422.3,891.6,187.7,219.0,1360.8,484.9,1845.7,1548.5,0.0,31.3,0.0,0.0,109.5,156.4
"Block 3047, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3047,001707,080770017073047,1,6,5,12,6,1,3,3,11,0,0,11,36,11,11,1,7,36,29,7,36,28,0,1,0,0,1,6,6,0,16907.0,0.0,0.0065277927,5514.9,153.2,919.1,766.0,1838.3,919.1,153.2,459.6,459.6,1685.1,0.0,0.0,1685.1,5514.9,1685.1,1685.1,153.2,1072.3,4442.5,1072.3,5514.9,4289.4,0.0,153.2,0.0,0.0,153.2,919.1
"Block 3048, Block Group 3, Census Tract 17.07, Mesa County, Colorado",08,077,3048,001707,080770017073048,3,1,3,7,5,13,2,0,0,0,0,0,27,7,7,2,3,27,13,14,27,18,1,0,0,0,3,5,5,0,6621.0,0.0,0.0025563681,10561.9,1173.5,391.2,1173.5,2738.3,1955.9,5085.3,782.4,0.0,0.0,0.0,0.0,0.0,10561.9,2738.3,2738.3,782.4,1173.5,5085.3,5476.5,10561.9,7041.2,391.2,0.0,0.0,0.0,1173.5,1955.9
"Block 1003, Block Group 1, Census Tract 18, Mesa County, Colorado",08,077,1003,001800,080770018001003,0,4,1,5,0,0,0,0,0,0,0,0,5,5,1,1,0,5,5,0,5,5,0,0,0,0,0,0,0,0,29130481.0,12191.0,11.2519856592,0.4,0.0,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.1,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
