NAME,Total Population,Total Population Under 18,Total Households,Households w/ One or More Under 18,Households w/ One or More 65 and Over,Total Population - For Hispanic or Latino,Total Population Non-Hispanic or Latino,Total Population Hispanic or Latino,Total Population Race,Total Population - White,Total Population - Black or African American,American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Some Other Race,Two or More Races - P3 Table,Two or More Races,Female ages something,state,county,tract,block,GEOID20,18 and younger,Ages 19-29,Ages 30-39,Ages 40-49,Ages 50-59,Ages 60-69,Ages 70-79,Ages 80 and older,ALAND20,AWATER20,total_sq_miles,Pop. Density,Pop. Density - 18 and younger,Pop. Density - Ages 30-39,Pop. Density - Ages 40-49,Pop. Density - Ages 50-59,Pop. Density - Ages 60-69,Pop. Density - Ages 70-79,Pop. Density - Ages 80 and older,Pop. Density - Total Population,Pop. Density - Total Population Under 18,Pop. Density - Total Households,Pop. Density - Households w/ One or More Under 18,Pop. Density - Households w/ One or More 65 and Over,Pop. Density - Total Population Non-Hispanic or Latino,Pop. Density - Total Population Hispanic or Latino,Pop. Density - Total Population Race,Pop. Density - Total Population - White,Pop. Density - Total Population - Black or African American,Pop. Density - American Indian or Alaska Native,Pop. Density - Asian,Pop. Density - Native Hawaiian or Other Pacific Islander,Pop. Density - Some Other Race,Pop. Density - Two or More Races
"Block 2008, Block Group 2, Census Tract 28.04, Denver County, Colorado",59,3,40,1,8,59,53,6,59,46,2,3,1,0,4,3,3,0,08,031,002804,2008,080310028042008,3,27,5,2,2,2,13,5,10646,0,0.0041104206,14353.8,729.9,1216.4,486.6,486.6,486.6,3162.7,1216.4,14353.8,729.9,9731.4,243.3,1946.3,12894.1,1459.7,14353.8,11191.1,486.6,729.9,243.3,0.0,973.1,729.9
"Block 2005, Block Group 2, Census Tract 28.04, Denver County, Colorado",74,0,60,0,19,74,66,8,74,62,0,0,8,0,0,4,4,0,08,031,002804,2005,080310028042005,0,33,5,13,2,1,6,14,8261,0,0.0031895721,23200.6,0.0,1567.6,4075.8,627.0,313.5,1881.1,4389.3,23200.6,0.0,18811.3,0.0,5956.9,20692.4,2508.2,23200.6,19438.3,0.0,0.0,2508.2,0.0,0.0,1254.1
"Block 2006, Block Group 2, Census Tract 28.04, Denver County, Colorado",185,0,122,9,39,185,173,12,185,160,3,0,1,0,4,17,17,1,08,031,002804,2006,080310028042006,0,27,49,20,22,13,30,24,11228,0,0.0043351308,42674.6,0.0,11303.0,4613.5,5074.8,2998.8,6920.2,5536.2,42674.6,0.0,28142.2,2076.1,8996.3,39906.5,2768.1,42674.6,36907.8,692.0,0.0,230.7,0.0,922.7,3921.5
"Block 2007, Block Group 2, Census Tract 28.04, Denver County, Colorado",190,2,126,5,35,190,176,14,190,154,4,3,0,0,0,29,29,3,08,031,002804,2007,080310028042007,2,49,86,18,6,17,3,9,19743,0,0.0076227722999999995,24925.3,262.4,11282.0,2361.3,787.1,2230.2,393.6,1180.7,24925.3,262.4,16529.4,655.9,4591.5,23088.7,1836.6,24925.3,20202.6,524.7,393.6,0.0,0.0,0.0,3804.4
"Block 2009, Block Group 2, Census Tract 28.04, Denver County, Colorado",126,8,75,2,10,126,119,7,126,104,4,4,7,0,0,7,7,0,08,031,002804,2009,080310028042009,8,56,25,19,10,1,2,5,8029,0,0.0030999969,40645.2,2580.6,8064.5,6129.0,3225.8,322.6,645.2,1612.9,40645.2,2580.6,24193.6,645.2,3225.8,38387.1,2258.1,40645.2,33548.4,1290.3,1290.3,2258.1,0.0,0.0,2258.1
"Block 2010, Block Group 2, Census Tract 28.04, Denver County, Colorado",182,7,118,5,10,182,179,3,182,161,3,0,3,1,1,13,13,3,08,031,002804,2010,080310028042010,7,45,94,17,5,12,2,0,15287,0,0.0059023107,30835.4,1186.0,15926.0,2880.2,847.1,2033.1,338.9,0.0,30835.4,1186.0,19992.2,847.1,1694.3,30327.1,508.3,30835.4,27277.5,508.3,0.0,508.3,169.4,169.4,2202.5
"Block 2011, Block Group 2, Census Tract 28.04, Denver County, Colorado",67,5,39,0,16,67,57,10,67,48,1,1,1,0,7,9,9,0,08,031,002804,2011,080310028042011,5,29,5,19,6,2,2,0,4067,0,0.0015702687,42667.9,3184.2,3184.2,12099.8,3821.0,1273.7,1273.7,0.0,42667.9,3184.2,24836.5,0.0,10189.3,36299.5,6368.3,42667.9,30568.0,636.8,636.8,636.8,0.0,4457.8,5731.5
"Block 1000, Block Group 1, Census Tract 28.05, Denver County, Colorado",132,5,94,7,4,132,129,3,132,117,5,1,0,0,2,7,7,0,08,031,002805,1000,080310028051000,6,68,27,4,14,1,12,0,19456,0,0.0075119616,17572.0,798.7,3594.3,532.5,1863.7,133.1,1597.5,0.0,17572.0,665.6,12513.4,931.8,532.5,17172.6,399.4,17572.0,15575.2,665.6,133.1,0.0,0.0,266.2,931.8
"Block 1001, Block Group 1, Census Tract 28.05, Denver County, Colorado",214,8,157,12,8,214,191,23,214,179,6,1,9,0,4,15,15,1,08,031,002805,1001,080310028051001,8,46,89,26,21,14,7,3,19271,0,0.0074405331,28761.4,1075.2,11961.5,3494.4,2822.4,1881.6,940.8,403.2,28761.4,1075.2,21100.6,1612.8,1075.2,25670.2,3091.2,28761.4,24057.4,806.4,134.4,1209.6,0.0,537.6,2016.0
"Block 1002, Block Group 1, Census Tract 28.05, Denver County, Colorado",206,22,150,4,13,206,171,35,206,169,2,0,8,0,13,14,14,0,08,031,002805,1002,080310028051002,22,63,73,31,8,6,1,2,19812,0,0.0076494132,26930.2,2876.0,9543.2,4052.6,1045.8,784.4,130.7,261.5,26930.2,2876.0,19609.3,522.9,1699.5,22354.7,4575.5,26930.2,22093.2,261.5,0.0,1045.8,0.0,1699.5,1830.2
"Block 1003, Block Group 1, Census Tract 28.05, Denver County, Colorado",16,6,2,1,1,16,16,0,16,5,0,5,0,0,0,6,6,0,08,031,002805,1003,080310028051003,6,3,4,0,2,0,1,0,19701,0,0.0076065561,2103.4,788.8,525.9,0.0,262.9,0.0,131.5,0.0,2103.4,788.8,262.9,131.5,131.5,2103.4,0.0,2103.4,657.3,0.0,657.3,0.0,0.0,0.0,788.8
"Block 3005, Block Group 3, Census Tract 14.02, Denver County, Colorado",197,65,71,44,5,197,66,131,197,53,25,14,16,0,43,46,46,4,08,031,001402,3005,080310014023005,68,34,37,10,23,16,7,4,46620,0,0.017999982,10944.5,3777.8,2055.6,555.6,1277.8,888.9,388.9,222.2,10944.5,3611.1,3944.4,2444.4,277.8,3666.7,7277.8,10944.5,2944.4,1388.9,777.8,888.9,0.0,2388.9,2555.6
"Block 3006, Block Group 3, Census Tract 14.02, Denver County, Colorado",62,6,17,8,3,62,24,38,62,21,1,4,7,0,13,16,16,0,08,031,001402,3006,080310014023006,6,7,15,17,5,5,7,0,19621,0,0.0075756681,8184.1,792.0,1980.0,2244.0,660.0,660.0,924.0,0.0,8184.1,792.0,2244.0,1056.0,396.0,3168.0,5016.1,8184.1,2772.0,132.0,528.0,924.0,0.0,1716.0,2112.0
"Block 3007, Block Group 3, Census Tract 14.02, Denver County, Colorado",34,13,13,3,2,34,17,17,34,19,0,2,1,0,8,4,4,0,08,031,001402,3007,080310014023007,16,2,5,0,3,3,3,2,11867,0,0.0045818487,7420.6,3492.0,1091.3,0.0,654.8,654.8,654.8,436.5,7420.6,2837.3,2837.3,654.8,436.5,3710.3,3710.3,7420.6,4146.8,0.0,436.5,218.3,0.0,1746.0,873.0
"Block 3008, Block Group 3, Census Tract 14.02, Denver County, Colorado",49,10,17,10,0,49,26,23,49,23,1,0,0,0,13,12,12,1,08,031,001402,3008,080310014023008,10,3,13,8,3,4,6,2,15181,0,0.0058613841,8359.8,1706.1,2217.9,1364.9,511.8,682.4,1023.6,341.2,8359.8,1706.1,2900.3,1706.1,0.0,4435.8,3924.0,8359.8,3924.0,170.6,0.0,0.0,0.0,2217.9,2047.3
"Block 3009, Block Group 3, Census Tract 14.02, Denver County, Colorado",43,13,12,9,0,43,24,19,43,24,3,2,0,0,0,14,14,0,08,031,001402,3009,080310014023009,13,12,11,2,6,0,0,0,11196,0,0.0043227756,9947.3,3007.3,2544.7,462.7,1388.0,0.0,0.0,0.0,9947.3,3007.3,2776.0,2082.0,0.0,5552.0,4395.3,9947.3,5552.0,694.0,462.7,0.0,0.0,0.0,3238.7
"Block 3010, Block Group 3, Census Tract 14.02, Denver County, Colorado",44,8,15,2,6,44,23,21,44,15,3,4,2,0,6,14,14,4,08,031,001402,3010,080310014023010,8,4,13,5,6,6,2,1,12701,0,0.0049038561,8972.5,1631.4,2651.0,1019.6,1223.5,1223.5,407.8,203.9,8972.5,1631.4,3058.8,407.8,1223.5,4690.2,4282.3,8972.5,3058.8,611.8,815.7,407.8,0.0,1223.5,2854.9
"Block 3011, Block Group 3, Census Tract 14.02, Denver County, Colorado",72,21,19,8,5,72,27,45,72,24,0,1,13,0,28,6,6,1,08,031,001402,3011,080310014023011,21,22,20,4,1,2,1,1,16174,0,0.0062447814,11529.6,3362.8,3202.7,640.5,160.1,320.3,160.1,160.1,11529.6,3362.8,3042.5,1281.1,800.7,4323.6,7206.0,11529.6,3843.2,0.0,160.1,2081.7,0.0,4483.7,960.8
"Block 1016, Block Group 1, Census Tract 16.01, Denver County, Colorado",8,1,3,0,2,8,1,7,8,0,0,0,0,0,3,5,5,0,08,031,001601,1016,080310016011016,1,0,2,2,1,2,0,0,15459,0,0.0059687199,1340.3,167.5,335.1,335.1,167.5,335.1,0.0,0.0,1340.3,167.5,502.6,0.0,335.1,167.5,1172.8,1340.3,0.0,0.0,0.0,0.0,0.0,502.6,837.7
"Block 1017, Block Group 1, Census Tract 16.01, Denver County, Colorado",24,9,1,0,0,24,11,13,24,11,1,0,1,0,6,5,5,2,08,031,001601,1017,080310016011017,9,3,6,1,3,2,0,0,15244,0,0.0058857084,4077.7,1529.1,1019.4,169.9,509.7,339.8,0.0,0.0,4077.7,1529.1,169.9,0.0,0.0,1868.9,2208.7,4077.7,1868.9,169.9,0.0,169.9,0.0,1019.4,849.5
"Block 1018, Block Group 1, Census Tract 16.01, Denver County, Colorado",28,3,18,6,2,28,18,10,28,16,0,0,1,0,9,2,2,0,08,031,001601,1018,080310016011018,3,5,7,1,5,0,6,1,15617,0,0.0060297237,4643.7,497.5,1160.9,165.8,829.2,0.0,995.1,165.8,4643.7,497.5,2985.2,995.1,331.7,2985.2,1658.5,4643.7,2653.5,0.0,0.0,165.8,0.0,1492.6,331.7
"Block 1019, Block Group 1, Census Tract 16.01, Denver County, Colorado",38,8,22,9,0,38,36,2,38,30,3,0,0,0,0,5,5,0,08,031,001601,1019,080310016011019,8,18,7,4,1,0,0,0,15470,0,0.005972967,6362.0,1339.4,1171.9,669.7,167.4,0.0,0.0,0.0,6362.0,1339.4,3683.3,1506.8,0.0,6027.2,334.8,6362.0,5022.6,502.3,0.0,0.0,0.0,0.0,837.1
"Block 1020, Block Group 1, Census Tract 16.01, Denver County, Colorado",38,10,21,0,0,38,26,12,38,29,1,0,0,0,3,5,5,0,08,031,001601,1020,080310016011020,10,18,9,1,0,0,0,0,15372,0,0.0059351292,6402.6,1684.9,1516.4,168.5,0.0,0.0,0.0,0.0,6402.6,1684.9,3538.3,0.0,0.0,4380.7,2021.9,6402.6,4886.2,168.5,0.0,0.0,0.0,505.5,842.4
"Block 2000, Block Group 2, Census Tract 16.01, Denver County, Colorado",82,3,32,4,1,82,43,39,82,42,5,0,2,0,16,17,17,0,08,031,001601,2000,080310016012000,3,24,24,14,6,3,8,0,13524,0,0.0052216164,15703.9,574.5,4596.3,2681.2,1149.1,574.5,1532.1,0.0,15703.9,574.5,6128.4,766.0,191.5,8235.0,7469.0,15703.9,8043.5,957.6,0.0,383.0,0.0,3064.2,3255.7
"Block 2002, Block Group 2, Census Tract 16.01, Denver County, Colorado",54,3,15,3,3,54,25,29,54,20,1,1,4,0,28,0,0,1,08,031,001601,2002,080310016012002,7,14,14,5,4,9,1,0,15113,0,0.0058351293,9254.3,1199.6,2399.3,856.9,685.5,1542.4,171.4,0.0,9254.3,514.1,2570.6,514.1,514.1,4284.4,4969.9,9254.3,3427.5,171.4,171.4,685.5,0.0,4798.5,0.0
"Block 2003, Block Group 2, Census Tract 16.01, Denver County, Colorado",91,1,43,1,1,91,69,22,91,66,5,0,0,0,9,11,11,0,08,031,001601,2003,080310016012003,5,27,29,22,8,0,0,0,15293,0,0.0059046273,15411.6,846.8,4911.4,3725.9,1354.9,0.0,0.0,0.0,15411.6,169.4,7282.4,169.4,169.4,11685.8,3725.9,15411.6,11177.7,846.8,0.0,0.0,0.0,1524.2,1862.9
"Block 2004, Block Group 2, Census Tract 16.01, Denver County, Colorado",112,29,58,14,10,112,88,24,112,40,45,0,3,0,16,8,8,0,08,031,001601,2004,080310016012004,30,12,22,21,16,8,2,1,15172,0,0.0058579092,19119.4,5121.3,3755.6,3584.9,2731.3,1365.7,341.4,170.7,19119.4,4950.6,9901.1,2389.9,1707.1,15022.4,4097.0,19119.4,6828.4,7681.9,0.0,512.1,0.0,2731.3,1365.7
"Block 2005, Block Group 2, Census Tract 16.01, Denver County, Colorado",130,50,65,19,6,130,108,22,130,29,86,1,0,0,12,2,2,0,08,031,001601,2005,080310016012005,53,26,32,7,8,2,2,0,15382,0,0.0059389902,21889.2,8924.1,5388.1,1178.7,1347.0,336.8,336.8,0.0,21889.2,8418.9,10944.6,3199.2,1010.3,18184.9,3704.3,21889.2,4883.0,14480.6,168.4,0.0,0.0,2020.5,336.8
"Block 2006, Block Group 2, Census Tract 16.01, Denver County, Colorado",60,3,21,3,6,60,38,22,60,29,1,0,5,0,16,9,9,0,08,031,001601,2006,080310016012006,3,15,31,6,2,4,0,0,15598,0,0.0060223878,9962.8,498.1,5147.5,996.3,332.1,664.2,0.0,0.0,9962.8,498.1,3487.0,498.1,996.3,6309.8,3653.0,9962.8,4815.4,166.0,0.0,830.2,0.0,2656.8,1494.4
"Block 2007, Block Group 2, Census Tract 16.01, Denver County, Colorado",66,10,26,4,1,66,34,32,66,45,0,0,2,0,7,12,12,1,08,031,001601,2007,080310016012007,11,6,29,8,5,6,1,0,15340,0,0.005922774,11143.4,1857.2,4896.4,1350.7,844.2,1013.0,168.8,0.0,11143.4,1688.4,4389.8,675.4,168.8,5740.6,5402.9,11143.4,7597.8,0.0,0.0,337.7,0.0,1181.9,2026.1
"Block 2010, Block Group 2, Census Tract 16.01, Denver County, Colorado",95,13,44,19,2,95,80,15,95,73,4,0,0,0,2,16,16,0,08,031,001601,2010,080310016012010,13,40,18,10,7,5,0,2,15580,0,0.006015438,15792.7,2161.1,2992.3,1662.4,1163.7,831.2,0.0,332.5,15792.7,2161.1,7314.5,3158.5,332.5,13299.1,2493.6,15792.7,12135.4,665.0,0.0,0.0,0.0,332.5,2659.8
"Block 1008, Block Group 1, Census Tract 14.02, Denver County, Colorado",74,19,20,13,1,74,39,35,74,41,0,1,5,1,17,9,9,0,08,031,001402,1008,080310014021008,22,13,18,6,6,6,0,3,16313,0,0.0062984493,11748.9,3492.9,2857.8,952.6,952.6,952.6,0.0,476.3,11748.9,3016.6,3175.4,2064.0,158.8,6192.0,5556.9,11748.9,6509.5,0.0,158.8,793.8,158.8,2699.1,1428.9
"Block 1005, Block Group 1, Census Tract 14.02, Denver County, Colorado",59,4,20,5,4,59,27,32,59,19,0,2,2,0,25,11,11,0,08,031,001402,1005,080310014021005,7,20,14,3,3,13,2,0,15985,0,0.0061718085,9559.6,1134.2,2268.4,486.1,486.1,2106.4,324.1,0.0,9559.6,648.1,3240.5,810.1,648.1,4374.7,5184.9,9559.6,3078.5,0.0,324.1,324.1,0.0,4050.7,1782.3
"Block 1006, Block Group 1, Census Tract 14.02, Denver County, Colorado",66,15,20,13,2,66,29,37,66,22,7,0,0,0,24,13,13,0,08,031,001402,1006,080310014021006,15,20,5,14,3,3,11,3,15921,0,0.0061470981,10736.8,2440.2,813.4,2277.5,488.0,488.0,1789.5,488.0,10736.8,2440.2,3253.6,2114.8,325.4,4717.7,6019.1,10736.8,3578.9,1138.7,0.0,0.0,0.0,3904.3,2114.8
"Block 1007, Block Group 1, Census Tract 14.02, Denver County, Colorado",50,11,20,7,7,50,25,25,50,29,1,0,0,0,11,9,9,0,08,031,001402,1007,080310014021007,11,9,5,5,3,9,6,2,15935,0,0.0061525035,8126.8,1787.9,812.7,812.7,487.6,1462.8,975.2,325.1,8126.8,1787.9,3250.7,1137.7,1137.7,4063.4,4063.4,8126.8,4713.5,162.5,0.0,0.0,0.0,1787.9,1462.8
"Block 1009, Block Group 1, Census Tract 14.02, Denver County, Colorado",49,15,18,7,2,49,13,36,49,20,1,2,3,0,12,11,11,0,08,031,001402,1009,080310014021009,15,4,2,22,4,2,0,0,16035,0,0.0061911134999999996,7914.6,2422.8,323.0,3553.5,646.1,323.0,0.0,0.0,7914.6,2422.8,2907.4,1130.7,323.0,2099.8,5814.8,7914.6,3230.4,161.5,323.0,484.6,0.0,1938.3,1776.7
"Block 1010, Block Group 1, Census Tract 14.02, Denver County, Colorado",72,13,18,12,0,72,26,46,72,35,1,7,0,0,7,22,22,0,08,031,001402,1010,080310014021010,13,8,9,10,6,9,13,4,15482,0,0.0059776002,12045.0,2174.8,1505.6,1672.9,1003.7,1505.6,2174.8,669.2,12045.0,2174.8,3011.2,2007.5,0.0,4349.6,7695.4,12045.0,5855.2,167.3,1171.0,0.0,0.0,1171.0,3680.4
"Block 1011, Block Group 1, Census Tract 14.02, Denver County, Colorado",46,7,18,3,6,46,9,37,46,15,1,5,0,0,12,13,13,0,08,031,001402,1011,080310014021011,7,8,11,15,2,4,0,0,15619,0,0.0060304959,7627.9,1160.8,1824.1,2487.4,331.6,663.3,0.0,0.0,7627.9,1160.8,2984.8,497.5,994.9,1492.4,6135.5,7627.9,2487.4,165.8,829.1,0.0,0.0,1989.9,2155.7
"Block 1013, Block Group 1, Census Tract 14.02, Denver County, Colorado",66,11,22,4,2,66,25,41,66,18,4,0,7,0,15,22,22,0,08,031,001402,1013,080310014021013,13,14,5,10,10,9,4,1,17836,0,0.0068864796,9584.0,1887.8,726.1,1452.1,1452.1,1306.9,580.8,145.2,9584.0,1597.3,3194.7,580.8,290.4,3630.3,5953.7,9584.0,2613.8,580.8,0.0,1016.5,0.0,2178.2,3194.7
"Block 1014, Block Group 1, Census Tract 14.02, Denver County, Colorado",60,9,22,7,6,60,24,36,60,24,2,7,1,0,11,15,15,1,08,031,001402,1014,080310014021014,9,19,6,11,7,3,6,0,17988,0,0.0069451668,8639.1,1295.9,863.9,1583.8,1007.9,432.0,863.9,0.0,8639.1,1295.9,3167.7,1007.9,863.9,3455.6,5183.5,8639.1,3455.6,288.0,1007.9,144.0,0.0,1583.8,2159.8
"Block 2000, Block Group 2, Census Tract 14.02, Denver County, Colorado",66,25,19,7,8,66,25,41,66,18,0,5,1,0,13,29,29,0,08,031,001402,2000,080310014022000,25,7,11,18,1,4,0,0,15720,0,0.006069492,10874.1,4119.0,1812.3,2965.7,164.8,659.0,0.0,0.0,10874.1,4119.0,3130.4,1153.3,1318.1,4119.0,6755.1,10874.1,2965.7,0.0,823.8,164.8,0.0,2141.9,4778.0
"Block 2001, Block Group 2, Census Tract 14.02, Denver County, Colorado",108,25,42,19,5,108,49,59,108,47,6,10,0,0,20,25,25,0,08,031,001402,2001,080310014022001,26,24,10,15,5,10,14,4,34814,0,0.0134416854,8034.7,1934.3,744.0,1115.9,372.0,744.0,1041.5,297.6,8034.7,1859.9,3124.6,1413.5,372.0,3645.4,4389.3,8034.7,3496.6,446.4,744.0,0.0,0.0,1487.9,1859.9
"Block 2002, Block Group 2, Census Tract 14.02, Denver County, Colorado",105,22,43,16,11,105,33,72,105,47,1,2,1,0,18,36,36,3,08,031,001402,2002,080310014022002,22,7,16,14,12,20,11,3,36525,0,0.0141023025,7445.6,1560.0,1134.6,992.7,850.9,1418.2,780.0,212.7,7445.6,1560.0,3049.1,1134.6,780.0,2340.0,5105.5,7445.6,3332.8,70.9,141.8,70.9,0.0,1276.4,2552.8
"Block 2005, Block Group 2, Census Tract 14.02, Denver County, Colorado",91,21,33,6,9,91,37,54,91,43,1,1,3,0,23,20,20,0,08,031,001402,2005,080310014022005,23,36,21,8,4,0,0,1,29303,0,0.0113138883,8043.2,2032.9,1856.1,707.1,353.5,0.0,0.0,88.4,8043.2,1856.1,2916.8,530.3,795.5,3270.3,4772.9,8043.2,3800.6,88.4,88.4,265.2,0.0,2032.9,1767.7
"Block 2006, Block Group 2, Census Tract 14.02, Denver County, Colorado",71,13,24,12,5,71,17,54,71,29,0,0,0,0,21,21,21,1,08,031,001402,2006,080310014022006,13,12,17,7,11,6,3,2,22427,0,0.0086590647,8199.5,1501.3,1963.3,808.4,1270.3,692.9,346.5,231.0,8199.5,1501.3,2771.7,1385.8,577.4,1963.3,6236.2,8199.5,3349.1,0.0,0.0,0.0,0.0,2425.2,2425.2
"Block 2007, Block Group 2, Census Tract 14.02, Denver County, Colorado",74,20,27,3,11,74,46,28,74,52,2,9,0,0,0,11,11,0,08,031,001402,2007,080310014022007,21,12,6,11,11,11,2,0,23045,0,0.0088976745,8316.8,2360.2,674.3,1236.3,1236.3,1236.3,224.8,0.0,8316.8,2247.8,3034.5,337.2,1236.3,5169.9,3146.9,8316.8,5844.2,224.8,1011.5,0.0,0.0,0.0,1236.3
"Block 2008, Block Group 2, Census Tract 14.02, Denver County, Colorado",69,11,29,12,7,69,18,51,69,22,1,0,0,0,35,11,11,3,08,031,001402,2008,080310014022008,15,12,17,10,6,10,0,0,23102,0,0.0089196822,7735.7,1681.7,1905.9,1121.1,672.7,1121.1,0.0,0.0,7735.7,1233.2,3251.2,1345.3,784.8,2018.0,5717.7,7735.7,2466.5,112.1,0.0,0.0,0.0,3923.9,1233.2
"Block 2009, Block Group 2, Census Tract 14.02, Denver County, Colorado",98,34,30,5,14,98,25,73,98,39,1,7,0,0,48,3,3,1,08,031,001402,2009,080310014022009,34,8,20,4,20,6,3,3,24158,0,0.0093274038,10506.7,3645.2,2144.2,428.8,2144.2,643.3,321.6,321.6,10506.7,3645.2,3216.3,536.1,1501.0,2680.3,7826.4,10506.7,4181.2,107.2,750.5,0.0,0.0,5146.1,321.6
"Block 2010, Block Group 2, Census Tract 14.02, Denver County, Colorado",93,14,36,13,5,93,47,46,93,39,1,5,0,0,31,17,17,0,08,031,001402,2010,080310014022010,16,19,26,7,15,8,2,0,32613,0,0.012591879299999999,7385.7,1270.7,2064.8,555.9,1191.2,635.3,158.8,0.0,7385.7,1111.8,2859.0,1032.4,397.1,3732.6,3653.1,7385.7,3097.2,79.4,397.1,0.0,0.0,2461.9,1350.1
"Block 3000, Block Group 3, Census Tract 14.02, Denver County, Colorado",128,60,24,9,5,128,21,107,128,54,6,1,2,0,40,25,25,0,08,031,001402,3000,080310014023000,60,20,2,15,12,5,8,6,53763,0,0.0207578943,6166.3,2890.5,96.3,722.6,578.1,240.9,385.4,289.0,6166.3,2890.5,1156.2,433.6,240.9,1011.7,5154.7,6166.3,2601.4,289.0,48.2,96.3,0.0,1927.0,1204.4
"Block 3001, Block Group 3, Census Tract 14.02, Denver County, Colorado",72,21,17,9,4,72,22,50,72,18,0,5,2,0,25,22,22,0,08,031,001402,3001,080310014023001,25,13,11,4,8,7,2,2,17264,0,0.0066656304,10801.7,3750.6,1650.3,600.1,1200.2,1050.2,300.0,300.0,10801.7,3150.5,2550.4,1350.2,600.1,3300.5,7501.2,10801.7,2700.4,0.0,750.1,300.0,0.0,3750.6,3300.5
"Block 3002, Block Group 3, Census Tract 14.02, Denver County, Colorado",65,19,22,14,3,65,41,24,65,31,3,2,9,0,19,1,1,4,08,031,001402,3002,080310014023002,19,2,10,17,2,13,2,0,22611,0,0.0087301071,7445.5,2176.4,1145.5,1947.3,229.1,1489.1,229.1,0.0,7445.5,2176.4,2520.0,1603.6,343.6,4696.4,2749.1,7445.5,3550.9,343.6,229.1,1030.9,0.0,2176.4,114.5
"Block 3003, Block Group 3, Census Tract 14.02, Denver County, Colorado",72,21,14,10,1,72,11,61,72,12,0,0,8,0,47,5,5,0,08,031,001402,3003,080310014023003,27,7,24,5,5,4,1,0,40270,0,0.015548247,4630.7,1736.5,1543.6,321.6,321.6,257.3,64.3,0.0,4630.7,1350.6,900.4,643.2,64.3,707.5,3923.3,4630.7,771.8,0.0,0.0,514.5,0.0,3022.8,321.6
"Block 3004, Block Group 3, Census Tract 14.02, Denver County, Colorado",195,64,54,24,17,195,30,165,195,75,5,0,6,0,77,32,32,0,08,031,001402,3004,080310014023004,65,41,22,43,20,3,5,0,33528,0,0.0129451608,15063.5,5021.2,1699.5,3321.7,1545.0,231.7,386.2,0.0,15063.5,4943.9,4171.4,1854.0,1313.2,2317.5,12746.1,15063.5,5793.7,386.2,0.0,463.5,0.0,5948.2,2472.0
"Block 2013, Block Group 2, Census Tract 29.02, Denver County, Colorado",76,16,21,4,3,76,72,4,76,70,0,0,3,0,2,1,1,0,08,031,002902,2013,080310029022013,16,1,17,6,2,13,20,1,20776,0,0.0080216136,9474.4,1994.6,2119.3,748.0,249.3,1620.6,2493.3,124.7,9474.4,1994.6,2617.9,498.7,374.0,8975.8,498.7,9474.4,8726.4,0.0,0.0,374.0,0.0,249.3,124.7
"Block 2014, Block Group 2, Census Tract 29.02, Denver County, Colorado",76,8,33,7,4,76,74,2,76,75,1,0,0,0,0,0,0,5,08,031,002902,2014,080310029022014,8,27,12,19,1,9,0,0,20704,0,0.0079938144,9507.4,1000.8,1501.2,2376.8,125.1,1125.9,0.0,0.0,9507.4,1000.8,4128.2,875.7,500.4,9257.2,250.2,9507.4,9382.3,125.1,0.0,0.0,0.0,0.0,0.0
"Block 2015, Block Group 2, Census Tract 29.02, Denver County, Colorado",65,22,26,5,4,65,64,1,65,58,1,0,0,0,1,5,5,2,08,031,002902,2015,080310029022015,22,17,11,2,5,2,2,4,19712,0,0.0076108032,8540.5,2890.6,1445.3,262.8,657.0,262.8,262.8,525.6,8540.5,2890.6,3416.2,657.0,525.6,8409.1,131.4,8540.5,7620.7,131.4,0.0,0.0,0.0,131.4,657.0
"Block 2019, Block Group 2, Census Tract 29.02, Denver County, Colorado",27,2,6,1,1,27,19,8,27,18,0,0,2,0,0,7,7,1,08,031,002902,2019,080310029022019,2,6,4,7,6,1,0,1,8934,0,0.0034494174,7827.4,579.8,1159.6,2029.3,1739.4,289.9,0.0,289.9,7827.4,579.8,1739.4,289.9,289.9,5508.2,2319.2,7827.4,5218.3,0.0,0.0,579.8,0.0,0.0,2029.3
"Block 2021, Block Group 2, Census Tract 29.02, Denver County, Colorado",18,1,3,1,1,18,16,2,18,14,0,0,0,0,1,3,3,0,08,031,002902,2021,080310029022021,1,1,7,2,0,0,7,0,17251,0,0.0066606111,2702.5,150.1,1051.0,300.3,0.0,0.0,1051.0,0.0,2702.5,150.1,450.4,150.1,150.1,2402.2,300.3,2702.5,2101.9,0.0,0.0,0.0,0.0,150.1,450.4
"Block 2025, Block Group 2, Census Tract 29.02, Denver County, Colorado",32,5,20,12,4,32,27,5,32,26,0,0,1,0,0,5,5,1,08,031,002902,2025,080310029022025,5,0,1,0,23,2,0,1,18318,0,0.0070725798,4524.5,707.0,141.4,0.0,3252.0,282.8,0.0,141.4,4524.5,707.0,2827.8,1696.7,565.6,3817.6,707.0,4524.5,3676.2,0.0,0.0,141.4,0.0,0.0,707.0
